period_dur,egg_min_1,degg_max,degg_min,egg_min_2,degg_max_rel,degg_min_rel
6.010037641411225,0.44507316932715085,0.4462373481442457,0.4486413879254892,0.4510832069685621,0.19370574471501803,0.5937098586125455
6.279727133654156,0.4510832069685621,0.4526185407602342,0.4544915979533679,0.45736293410221623,0.2444905262593373,0.5427610009580939
5.359666115717532,0.45736293410221623,0.45818277760877524,0.4602359866153432,0.46272260021793377,0.1529654065865717,0.5360506514951704
7.022536502962695,0.46272260021793377,0.46402802167815205,0.4657691938993755,0.46974513672089646,0.1858903061119789,0.433830949850729
6.375797125979354,0.46974513672089646,0.4703524441005039,0.47369392639629987,0.4761209338468758,0.09525199243446324,0.6193405463472701
7.04914720897587,0.4761209338468758,0.4775500774081722,0.4796335985565231,0.4831700810558517,0.20273992284862447,0.4983105907015976
6.741324120725311,0.4831700810558517,0.48433461546782614,0.4857664614960551,0.489911405176577,0.17274564924036837,0.38514398561867236
5.902606711223557,0.489911405176577,0.49068730511175296,0.4923837070607591,0.49581401188780055,0.13145038677583246,0.41884916362141306
6.036178339706655,0.49581401188780055,0.49653573798407125,0.4980483246446507,0.5018501902275072,0.119566728425351,0.3701535360797072
5.475432297703642,0.5018501902275072,0.5024127488165593,0.5038971920539411,0.5073256225252109,0.10274231484663025,0.37385209333926245
6.040848454577641,0.5073256225252109,0.5086346731596366,0.5096498155871912,0.5133664709797885,0.21669979710114962,0.38474612953072274
5.7078091325371005,0.5133664709797885,0.5142984048404841,0.5156295086437468,0.5190742801123256,0.16327348007891865,0.3964809634327048
5.879244790695459,0.5190742801123256,0.5200577561550314,0.521462993652164,0.524953524903021,0.1672793152382809,0.40629598271172185
5.352691305765767,0.524953524903021,0.5256310223012838,0.5269796045200177,0.5303062162087868,0.12657135626949878,0.3785160587934894
5.1839875729783325,0.5303062162087868,0.5309417701103966,0.5324604970533054,0.5354902037817652,0.12259942614881701,0.415564430699617
5.6992609211579115,0.5354902037817652,0.5363713163775646,0.537945953899536,0.5411894647029231,0.15460120320662,0.43088922436489385
5.497850936630022,0.5411894647029231,0.5419142830533861,0.5436432694953925,0.5466873156395531,0.13183666833049762,0.44632072072393686
6.051848998733678,0.5466873156395531,0.5476768384186471,0.5497902301441373,0.5527391646382868,0.1635075130428874,0.5127217326859098
5.613645424697777,0.5527391646382868,0.553409311084542,0.5556330762056867,0.5583528100629845,0.11937812162252336,0.5155137790976051
6.108866392543266,0.5583528100629845,0.5593124796181201,0.5612799095486466,0.5644616764555278,0.15709453988173855,0.47915591822977055
6.654774436511968,0.5644616764555278,0.5656958150479701,0.5681642356986345,0.5711164508920398,0.18545160383965154,0.5563763698424247
6.652157059706676,0.5711164508920398,0.5726491203636335,0.5753947380291785,0.5777686079517464,0.23040187684042407,0.64314283302977
7.982394064149578,0.5777686079517464,0.5802865635649666,0.5827764661064722,0.585751002015896,0.3154386507337079,0.6273629332855082
6.990267444935805,0.585751002015896,0.5877731326554541,0.5926410172160135,0.5927412694608318,0.2892780076709352,0.9856583105570611
9.009247723102852,0.5927412694608318,0.5956386808011321,0.6016238418461547,0.6017505171839347,0.32160413714347436,0.9859394100735901
5.67062490647785,0.6645896366722798,0.6666691040804168,0.6696161681914632,0.6702602615787576,0.3667086859794838,0.8864158010947525
5.319709881654311,0.6702602615787576,0.6714289455405357,0.6728199111006211,0.6755799714604119,0.21968941686245025,0.4811633677037102
