word,int_duration,int_start,int_end,period_dur,egg_min_1,degg_max,degg_min,egg_min_2,degg_max_rel,degg_min_rel
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.017778395439375,2.366160172044706,2.3745977553562376,2.4576139174956317,2.3701779504401452,2.100061895178033,22.762267215816593
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,3.692579956560138,2.3701779504401452,2.3745977553562376,2.4576139174956317,2.3738705303967054,1.1969422377003074,23.67882837584874
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,3.789965024648456,2.3738705303967054,2.3745977553562376,2.376590652906772,2.377660495421354,0.19188170729879298,0.7177170481458204
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,3.6191974084514023,2.377660495421354,2.3787615291128685,2.3805031775138152,2.3812796928298052,0.3042204022758247,0.785445437660653
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,3.857204726249286,2.3812796928298052,2.382471107874264,2.384333209652694,2.3851368975560545,0.3088804274118127,0.7916398116254816
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,3.811475837665945,2.3851368975560545,2.3859222165754845,2.3878647078276294,2.3889483733937205,0.20604066584111677,0.7156834747889456
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,3.8679187814278926,2.3889483733937205,2.389694517252938,2.392093996882793,2.3928162921751484,0.19290577216874552,0.8132599640344766
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,3.9590773601752005,2.3928162921751484,2.393708485478459,2.396113807761463,2.3967753695353236,0.22535384437931325,0.8329000133932554
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.119667102814972,2.3967753695353236,2.398458912357253,2.399365051224163,2.4008950366381385,0.40865991836552534,0.6286143089255972
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.345342838226518,2.4008950366381385,2.4023304817191176,2.4037003340058294,2.405240379476365,0.33034104198896547,0.6455871198498573
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.394268920817623,2.405240379476365,2.4064422615950356,2.408247012986807,2.4096346483971827,0.27351128033532635,0.6842170027870109
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.556832336938488,2.4096346483971827,2.410814666765581,2.413008947560534,2.414191480734121,0.25895584501389296,0.7404922792525738
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.580780362704484,2.414191480734121,2.4154819441865887,2.4176053211805217,2.4187722610968256,0.2817125795801395,0.7452530302904677
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.452664100663917,2.4187722610968256,2.4199958914901534,2.4220140897596143,2.4232249251974896,0.2748086012473487,0.7280649493199555
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.501188420597213,2.4232249251974896,2.4245589023449226,2.426660221767785,2.4277261136180868,0.2963610990663674,0.7631976823222428
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.352514481739345,2.4277261136180868,2.429048057103774,2.431118916706053,2.432078628099826,0.3037194916256746,0.7795041469018532
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.616500311933169,2.432078628099826,2.4335258496922787,2.4356741424999004,2.4366951284117593,0.3134888973605546,0.778839847747936
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.195596003920166,2.4366951284117593,2.4380731965765565,2.439930233476213,2.4408907244156794,0.32845587695041184,0.7710716335488336
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.341364721467844,2.4408907244156794,2.4424830605230428,2.4446938520285815,2.4452320891371473,0.36678238515397826,0.8760212184191154
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.484836856053054,2.4452320891371473,2.4469203781435827,2.449065651901231,2.4497169259932003,0.3764437950862643,0.8547831029593603
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.390954225738319,2.4497169259932003,2.451337122348787,2.4534033668365747,2.4541078802189387,0.36898502518878507,0.8395534669356453
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.377075236063899,2.4541078802189387,2.45568879211659,2.4576139174956317,2.4584849554550026,0.3611799689038349,0.8010000028799806
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.492046035011743,2.4584849554550026,2.4599870560863355,2.4619420763025737,2.4629770014900143,0.3343911927049095,0.7696093986182996
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.116921583421362,2.4629770014900143,2.4642497597765005,2.4661871158888937,2.4670939230734357,0.309152909691441,0.7797365905161726
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.331454174148597,2.4670939230734357,2.4685300139124537,2.470666180246171,2.4714253772475843,0.3315493553156107,0.8247246834690134
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.217469552051156,2.4714253772475843,2.4727779606651596,2.474790895484834,2.4756428467996354,0.3207097054008501,0.797994673278153
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.224972884872891,2.4756428467996354,2.476983334404028,2.479195233930936,2.4798678196845083,0.31727720885316124,0.8408070839980475
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.211066148975373,2.4798678196845083,2.4812262790511497,2.483466263698707,2.4840788858334837,0.3225927398390309,0.8545208949220793
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.2511648312366646,2.4840788858334837,2.485454107469766,2.4877255888790124,2.4883300506647203,0.3234928992113599,0.8578126678912834
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.210046904022935,2.4883300506647203,2.4896328041376865,2.491990636117648,2.4925400975687433,0.3094391826659466,0.8694880452352143
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.255990696051537,2.4925400975687433,2.4938625395860403,2.4962475266817328,2.496796088264795,0.31072483746825796,0.8711083688291494
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.245331867957169,2.496796088264795,2.498044347709955,2.5005063975014292,2.501041420132752,0.2940310637625223,0.8739738969852979
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.254154627397977,2.501041420132752,2.502258420258736,2.504684994540487,2.50529557476015,0.2860733171630165,0.8564743707878717
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.146208334359969,2.50529557476015,2.506451244947452,2.508903650810653,2.50944178309451,0.2787294062685563,0.8702109878566978
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.232295615334891,2.50944178309451,2.5106628202279127,2.5131209685778395,2.513674078709845,0.28850468974296734,0.8693120277323652
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.211046081705305,2.513674078709845,2.5148751613511724,2.5173318495595263,2.51788512479155,0.285221918265301,0.8686133513410021
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.2686977884525135,2.51788512479155,2.5190992580905784,2.521597085028926,2.5221538225800026,0.2844270921011851,0.8695767237065319
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.2510986849806365,2.5221538225800026,2.5233493627569246,2.5258769375216645,2.5264049212649833,0.2812308688918056,0.8758006382716673
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.211170322074409,2.5264049212649833,2.527627077297332,2.5301583571729256,2.5306160915870577,0.29021766845721486,0.8913047017517386
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.300310389072415,2.5306160915870577,2.531862168638975,2.534404225959193,2.53491640197613,0.2897644446977123,0.8808978955940966
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.2437295027863975,2.53491640197613,2.5361389320373213,2.5386612449803474,2.5391601314789165,0.2880791672486465,0.8824414943880042
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.232470195908888,2.5391601314789165,2.540405753645049,2.5428928689799104,2.5433926016748254,0.2943014619066549,0.881928833096561
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.234434253242547,2.5433926016748254,2.544622465844805,2.5471706993205236,2.547627035928068,0.29044356256983395,0.8922319771065399
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.277930250114359,2.547627035928068,2.5488641717854996,2.551424618294535,2.5519049661781823,0.2891902824733082,0.8877148865074606
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.215528559822879,2.5519049661781823,2.553122303888987,2.5555517608729814,2.556120494738005,0.28877463253524394,0.865085989347998
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.213108491346151,2.556120494738005,2.5573180738966985,2.5597798975489265,2.5603336032293513,0.28425072868481865,0.868575499168342
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.249787299061669,2.5603336032293513,2.5615530995590814,2.5639382617137767,2.564583390528413,0.28695467417847514,0.8481973874836657
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.180104087624592,2.564583390528413,2.565776993158451,2.5682582864362926,2.5687634946160376,0.28554375800636483,0.8791398086854655
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.268204327896541,2.5687634946160376,2.5700043831245063,2.572478979818379,2.573031698943934,0.2907284687282632,0.8705031242430277
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.193382809813961,2.573031698943934,2.574231729804601,2.576717312174043,2.577225081753748,0.2861725044177443,0.8789117038118359
ma1,0.4400000000000004,2.37199546485261,2.81199546485261,4.2914606794104415,2.577225081753748,2.578503172508287,2.58103402125629,2.5815165424331585,0.29782184902010816,0.887562484451114
